"","x","y","c","json_data"
"V363",13.8174619451479,13.7732180437262,3,"19240"
"V364",-6.64551451577958,-1.21357912001625,6,"19357"
"V365",-9.61989082495012,0.310883694280533,4,"19726"
"V366",-12.4358388292604,-1.64600330512036,2,"11261"
"V367",18.9838122981292,-2.62324227709354,5,"12492"
"V368",0.46171842154481,-3.54272904927461,6,"12517"
"V369",16.4482255981341,16.855679516513,3,"13843"
"V370",10.825418868677,-1.45738744150317,7,"17119"
"V371",-4.13385179003859,-4.06863104743316,6,"17949"
"V372",11.7943106759894,-5.01410242262608,9,"18684"
"V373",-3.79697549593833,-2.67858435108658,6,"19131"
"V374",-6.62339036337947,0.224422450531579,4,"19209"
"V375",14.4629205156774,15.7568885094944,3,"19228"
"V376",18.3422500912347,-4.8185581678085,5,"10870"
"V377",1.89694004092024,-1.33547244737865,6,"10993"
"V378",21.4420237860685,-3.60288337225958,5,"11292"
"V379",16.9807145684582,-4.32549697365335,9,"11369"
"V380",-9.43910194644875,0.516611680798318,4,"12372"
"V381",9.85926053071923,-4.31889326408746,8,"12615"
"V382",11.1048984245592,-2.06120911609197,7,"15519"
"V383",-6.93850207809449,-1.6219610141807,6,"15824"
"V384",17.7780236381355,-0.563996200792514,8,"16209"
"V385",15.6755685763271,-0.812016684774653,8,"17923"
"V386",19.8874561941943,-3.31567216195037,8,"18956"
"V387",-3.6145166386488,-2.40080721352666,6,"19912"
"V388",-8.54334387500382,-2.05638819573154,4,"10403"
"V389",15.8166143596135,-2.70405495146499,7,"12420"
"V390",-7.07163883377542,0.435011447545823,4,"12548"
"V391",9.52588328410709,-4.35075666235491,9,"12702"
"V392",-8.77936448460254,-1.22710443400159,4,"15811"
"V393",-2.51311042168962,-1.29837077490338,6,"17396"
"V394",-10.1629519644859,0.625671283768874,4,"11805"
"V395",-5.22779925676278,-2.52915623529454,4,"12523"
"V396",14.6137820038678,6.73606970872898,11,"13612"
"V397",9.2544766102004,-4.9084730441424,7,"13934"
"V398",18.2881169744518,-1.92590854435702,5,"14423"
"V399",-7.91832300479094,0.696946936960029,4,"14548"
"V400",-13.3321550246452,-0.700804492019806,2,"14866"
"V401",-6.76949700568794,0.335153561107359,4,"15965"
"V402",20.0900595059917,-3.91061749974054,5,"16199"
"V403",20.8511463840868,-6.32877071613224,5,"17573"
"V404",-8.42484724277822,0.0196974377044911,4,"18236"
"V405",11.5121233571009,-0.683119296724676,7,"18486"
"V406",-7.44663474621776,0.20751495495153,4,"10680"
"V407",13.184650360149,-1.93587643437817,7,"10711"
"V408",-6.73855334392355,0.0416845632278912,4,"10982"
"V409",-5.70836057273791,1.47443965190349,4,"11138"
"V410",19.2916017248055,-2.54851200577932,9,"11213"
"V411",22.1375012865473,1.00544943526194,5,"11431"
"V412",17.1133529647346,14.2102418614773,3,"11587"
"V413",-2.11156015158574,-1.80478014293384,10,"12586"
"V414",15.7161709129832,-2.10263054713077,7,"12716"
"V415",0.590029565592913,-1.88973830749475,10,"13721"
"V416",-6.1882459055054,1.05799218515001,10,"15306"
"V417",-5.36183267520845,-2.32692121195446,6,"15778"
"V418",-8.62396942255319,-0.524884751903688,4,"15847"
"V419",23.0454447471105,-6.87080489557907,5,"16012"
"V420",18.133325905603,-0.83645521772159,5,"16282"
"V421",17.5110800520617,14.6877560455301,3,"17494"
"V422",13.3139327636805,-4.08225309652221,7,"10264"
"V423",-9.67265225361536,1.54283978135202,4,"11182"
"V424",-3.58339939954177,1.25214038602762,10,"11834"
"V425",14.051067917014,-3.07220402773136,7,"11845"
"V426",-5.96384923689821,-0.431101988682402,10,"12703"
"V427",-7.58379501511434,-3.72087932835149,4,"13387"
"V428",15.9091890796883,-4.14615184596612,9,"14218"
"V429",10.1844676331747,-4.02021423303025,7,"15558"
"V430",-7.55636312408982,-1.55368662201092,4,"15832"
"V431",15.4545291753067,-4.94601698139425,8,"16633"
"V432",-7.38887076405859,-0.100169168468262,4,"16687"
"V433",20.7672321717262,-6.10774686368254,8,"18780"
"V434",8.16910951376989,-4.05882874527477,7,"19236"
"V435",18.2228619558775,-4.52897607470658,5,"10579"
"V436",-4.64469072275756,-0.737324694223173,4,"10861"
"V437",-8.83064909519054,-1.81310116717093,4,"12581"
"V438",-6.43595286469246,-1.37587508190731,10,"13251"
"V439",-3.64325394543597,0.820397248969214,10,"13650"
"V440",1.79970629662208,-4.19527144704692,6,"13880"
"V441",11.7786489033719,-3.56054491078516,8,"15512"
"V442",21.2126586833368,-5.20310211223263,5,"15675"
"V443",19.983015478437,-5.07310427017353,8,"16393"
"V444",-9.51556061239182,1.14925746766316,4,"16587"
"V445",16.041188491586,-2.44173425654845,7,"17771"
"V446",14.4971080769321,-3.04224128736783,8,"18667"
"V447",16.7846043181975,-5.39950835036351,9,"19036"
"V448",19.9226287480421,-2.88085882768531,5,"19106"
"V449",11.079812306481,-1.70932753367624,7,"13951"
"V450",10.3826932241134,-2.48047573919618,7,"15030"
"V451",21.2056102611353,-0.906601213862082,5,"15366"
"V452",-2.24389138148733,-1.57396004338034,6,"16147"
"V453",15.8427481259311,-5.18654509566076,9,"18616"
"V454",18.5292218680856,-4.09360945119665,5,"19475"
"V455",-5.277282538284,-3.95996479360019,4,"10774"
"V456",12.8539098045648,-0.351722618900121,7,"11100"
"V457",15.1195895512848,-6.34695037007147,9,"11206"
"V458",-5.01467858350474,-0.517753693064535,6,"11377"
"V459",16.59271029742,14.8853429176848,3,"12024"
"V460",-8.79354866179934,-0.780269074202699,4,"12055"
"V461",21.8552076936879,-7.37198268724854,5,"13257"
"V462",16.8639624778845,16.4587440783274,3,"13348"
"V463",8.12591865638319,-3.48448483177011,7,"13370"
"V464",15.2242013006733,13.2185282931935,3,"15978"
"V465",14.043656276044,-1.28527844215002,8,"16584"
"V466",-10.3418567481751,2.44536211987592,10,"10037"
"V467",11.8257473254398,-2.37183049506481,8,"10556"
"V468",19.8765224336803,-5.96662501394977,7,"10725"
"V469",-2.53596882961384,-1.47431410885683,4,"11576"
"V470",12.2606463046332,-4.17924724508382,7,"11979"
"V471",20.2219227311654,-3.03865517544602,5,"12121"
"V472",14.8831654663356,-2.1139362629055,8,"13059"
"V473",17.6004207755868,18.2718458410735,3,"13867"
"V474",-1.7467182233779,-2.11975304918104,10,"13986"
"V475",10.7938357245218,-1.55237645394423,7,"14464"
"V476",18.43347194641,-1.21002181453117,5,"14802"
"V477",-8.08672373549676,-0.654132087515431,4,"15764"
"V478",12.7321005614904,-2.53570181504651,7,"16069"
"V479",5.65935821056659,-3.82542113823325,7,"10430"
"V480",-8.37207907469653,-0.584893871210682,4,"14022"
"V481",-6.91208497406995,-2.00413695102936,4,"17669"
"V482",-8.91934930778006,0.0961469393438364,4,"18948"
"V483",13.4294879398495,-3.19065099522227,8,"10123"
"V484",18.3100156654141,-2.45174889595139,5,"10136"
"V485",-5.13041331817577,1.66360228157863,4,"10163"
"V486",10.297197193195,-2.28451693210874,7,"10293"
"V487",18.2776425230486,12.3076366604452,3,"11021"
"V488",12.8637342050691,-2.30839538898141,8,"11969"
"V489",19.8839425999233,-5.93744062622409,5,"12603"
"V490",-7.51359625988752,-3.2420062787499,6,"12979"
"V491",-8.49965994266008,-1.56670219605017,10,"13096"
"V492",-8.21633407467629,1.11346277578898,4,"13448"
"V493",12.380483115798,13.8830060628548,3,"14582"
"V494",-8.02169785416674,-2.17561504253281,4,"15182"
"V495",20.4055763970833,17.9294576149509,3,"15279"
"V496",14.1396184929141,-4.86748970432321,7,"16576"
"V497",15.0680087518449,-4.83678216341857,7,"17049"
"V498",-4.79421464643039,-2.21088427037141,4,"17187"
"V499",11.5085117305636,-6.53931704012643,9,"19387"
