"","x","y","c","json_data"
"V223",23.1615349007759,8.69265036279149,5,"17652"
"V224",-3.92832268361233,4.77691474900029,2,"17860"
"V225",-1.13845273893989,10.2164918857686,2,"18265"
"V226",17.1838163528107,-3.40586880931601,4,"19842"
"V227",-3.93362452426855,2.36883357322627,7,"15205"
"V228",-2.95360081701956,5.49739920650499,2,"15295"
"V229",11.6457588304706,-0.32481687342272,4,"16040"
"V230",-5.4455826409385,4.35652970644475,2,"16971"
"V231",-4.19083584556013,8.30718872776812,2,"17873"
"V232",17.1772571973446,-2.59117760070504,4,"12156"
"V233",17.7934410795985,-2.71215157061404,5,"13021"
"V234",6.0123371482274,0.660293668752826,4,"15115"
"V235",-4.5028168607429,6.8535788746152,2,"15874"
"V236",-6.17370308920905,3.07406786074716,2,"16711"
"V237",17.8821070876378,-3.30506099936534,4,"18355"
"V238",-5.13681331978116,6.07857001375253,2,"18968"
"V239",13.1069496859397,1.86032238890778,4,"19141"
"V240",18.4476863587761,0.96418698927124,5,"14916"
"V241",19.1278321166168,6.04185787524225,5,"15311"
"V242",17.3327787323518,-2.23617213877862,5,"15518"
"V243",-3.79111596028535,4.72994957861984,2,"16069"
"V244",15.3254242148374,-7.0323096550249,3,"16598"
"V245",13.3589379008763,3.44771029983591,4,"17432"
"V246",-9.26912748135052,-1.31468975915839,1,"11232"
"V247",-7.94038335567326,1.20832822922299,7,"11598"
"V248",-7.96901799319624,-0.572527632613587,7,"12429"
"V249",-2.18846660248267,8.40392553754078,2,"14420"
"V250",-3.78578982863629,6.39278087961846,2,"17209"
"V251",-10.3027653009933,-1.81649213544594,1,"17556"
"V252",-7.68553353767477,0.0990331645722027,7,"17921"
"V253",-6.53021243605304,1.78050307468182,2,"18486"
"V254",15.6205924797959,3.90810325355985,4,"13470"
"V255",-8.63810354326892,-0.521930688447065,1,"13850"
"V256",11.2599493758763,-2.51859492370766,4,"15882"
"V257",12.1243416728967,0.758718368308204,4,"17159"
"V258",21.8186804438593,2.03383941499681,5,"17886"
"V259",16.6957601761963,-3.62614778104882,4,"19512"
"V260",-2.87088634068311,1.71724903124484,2,"11279"
"V261",-6.39373606352208,4.55315366898567,2,"13610"
"V262",-7.56299463319003,-0.0624341532175215,7,"15198"
"V263",-8.70659899587299,-0.475697509652466,7,"16276"
"V264",19.8910845462001,0.890911145409409,5,"16907"
"V265",-5.59482187463605,1.88297963378136,7,"18343"
"V266",-7.91728499345054,0.455601593619864,7,"19431"
"V267",-7.45709872079997,0.895722069130155,7,"10375"
"V268",-4.07171839701498,7.61095466234137,2,"11378"
"V269",-8.05721292595946,-1.0190789962448,1,"12401"
"V270",0.939633880986768,9.24090855493587,2,"15232"
"V271",-6.85277211112046,5.72040240547281,2,"10394"
"V272",20.2779991718605,3.10141566395568,5,"11523"
"V273",-11.4246688126799,-6.04064235547551,1,"11537"
"V274",15.1320155620033,0.421404291976989,4,"12241"
"V275",-10.2259111780474,-1.91411419499605,1,"12847"
"V276",-7.78963495498648,-0.0168877051898463,7,"12864"
"V277",-4.25233038164995,9.16795910409378,2,"13820"
"V278",-4.30973652323078,4.06987695599798,2,"14115"
"V279",15.2926546316098,-2.20129700324325,4,"14146"
"V280",20.2064982758925,4.99814372679926,5,"14303"
"V281",16.7557159105631,-3.28250407219751,4,"16879"
"V282",17.6243966552708,5.61720843333569,4,"19011"
"V283",20.3033783327722,-3.0138643079306,5,"10508"
"V284",-4.50510152382031,-1.18691348235757,7,"11241"
"V285",-6.27066778309579,3.31118828892362,7,"12528"
"V286",16.4736124819499,3.51890318207538,4,"13510"
"V287",-5.09014051400105,2.15348912024847,7,"15727"
"V288",-4.29953599691238,3.79387352323174,2,"17815"
"V289",-5.72366244339019,6.60206936381402,2,"10880"
"V290",21.2656706977776,9.09261308913819,5,"13921"
"V291",-1.86628440776577,5.02398730037567,2,"14165"
"V292",-6.84625862297929,5.78900234751267,2,"14998"
"V293",-9.2066970247439,-3.69180113631933,7,"15096"
"V294",20.5091427934645,-1.28145564464634,5,"10680"
"V295",-3.59865444859246,4.88882136250846,2,"15654"
"V296",13.9269612640747,-2.74642806379734,4,"17191"
"V297",15.8499090163414,0.499555896145669,4,"18243"
"V298",-3.31587537037136,6.40765854854106,2,"10134"
"V299",20.1664167424867,5.80868739851588,5,"10206"
"V300",19.7277880872477,-2.3078024269138,4,"11850"
"V301",-6.19022699712775,2.09456964209388,2,"12716"
"V302",14.6526736028481,3.71869835187357,4,"15453"
"V303",-3.32985849184484,6.22605002019614,2,"15794"
"V304",-5.86871434636942,1.85014526678214,7,"16653"
"V305",-3.1991618855308,6.07505630201894,2,"18603"
"V306",-10.615069307103,-3.159023506336,1,"19290"
"V307",17.3730101829541,-9.23397468487249,3,"10594"
"V308",-6.69106410184727,3.85727996099714,7,"10830"
"V309",-4.97871305461431,1.87483884904177,6,"12735"
"V310",20.0231982118166,3.3544315429265,5,"14110"
"V311",-6.60763079111463,3.97087185286346,2,"16174"
"V312",-9.66779274018887,1.29240520832297,1,"17163"
"V313",-4.40145910938834,6.04118113993107,2,"17791"
"V314",-6.2389064676724,5.52329077118921,2,"10516"
"V315",-6.02005321744981,1.89119265498465,2,"10865"
"V316",-8.32732979355985,0.906962359594382,7,"11930"
"V317",16.7235728522481,-2.68246603316119,5,"12888"
"V318",20.5664277454674,-4.23410317707923,5,"13072"
"V319",16.9895783466235,-3.58854806364871,4,"13169"
"V320",10.9534854527303,-2.24649122500139,4,"13498"
"V321",11.306040081051,2.24214572145791,4,"16011"
"V322",-6.29381324994729,5.47279253748775,7,"16127"
"V323",-6.19468438780642,-0.621750642218211,7,"19110"
"V324",0.268620852348561,4.50086927984025,2,"12721"
"V325",10.7419780924677,-2.47346405083712,4,"13556"
"V326",-2.06683630616914,8.69182325452334,2,"14584"
"V327",-9.93969628334142,-5.14814640775732,7,"15357"
"V328",18.0115364046566,-3.46843340142083,5,"15366"
"V329",-7.53663868970209,0.612390412411848,7,"17013"
"V330",-5.92041765410574,3.93075000320243,2,"17059"
"V331",18.0422100733153,4.11858066491466,5,"17081"
"V332",-5.20647455494276,3.26379221658557,2,"19982"
"V333",15.6254000805575,-0.683737376927662,4,"11690"
"V334",17.8516828149043,-0.667408954313541,4,"12924"
"V335",19.1243382793378,-4.35857022434116,4,"17703"
"V336",-4.51740013025395,8.62603181803029,2,"19036"
"V337",17.3705406256147,4.17523733864868,5,"11369"
"V338",22.5962931919322,-1.66326025264186,5,"13272"
"V339",-8.32081324985612,0.725073781166646,1,"13990"
"V340",-2.43852751471592,5.77838329774522,2,"14101"
"V341",13.3565865461282,-8.17065407244546,3,"14744"
"V342",-6.15637160293437,-1.02448164136823,7,"15282"
"V343",18.7298676063464,-3.36529426156464,5,"15867"
"V344",14.3957812778426,1.69399913056861,4,"16179"
"V345",17.1664283511564,-3.50168484086856,4,"17121"
"V346",-4.40226786426501,6.47502961624858,2,"17324"
"V347",14.9287595266924,-1.72561067530994,5,"18140"
"V348",-9.20841746238763,-3.75272508070919,7,"18645"
"V349",-6.69376650054226,4.70211201799139,2,"19107"
"V350",-6.69556027074399,3.86472788129789,2,"19222"
"V351",18.9811542696309,-3.32876894983339,4,"19231"
"V352",-4.66355943158246,4.20130970469078,2,"11738"
"V353",20.0339541740039,8.08876576551773,5,"12399"
"V354",-11.1150312349299,-3.36470816298047,1,"12611"
"V355",22.210802812633,4.97966010383313,5,"14062"
"V356",13.9451390835838,1.9359691938688,4,"14651"
"V357",-2.96607495231907,5.15086006259263,2,"15646"
"V358",20.7071187983277,4.89434306011576,4,"16590"
"V359",-8.39843516860644,-0.677952265057481,7,"18208"
"V360",15.0009658652385,-0.19543300336988,4,"19085"
"V361",12.158255481644,-2.98467925450216,4,"10517"
"V362",13.8672276410339,-4.34149119044338,4,"14231"
"V363",15.1247588285993,2.54971906992435,4,"14288"
"V364",18.0628427132488,-0.368526475025181,4,"14386"
"V365",-8.10028695778226,1.72538287531305,7,"14687"
"V366",15.0723415213092,2.36928798155725,4,"15561"
"V367",7.3858628079261,-4.09831718590686,3,"16410"
"V368",15.9931774873814,-2.94805864044635,4,"17109"
"V369",19.6390039776478,5.7600698428772,5,"17385"
"V370",-1.51062057376543,5.37713661823648,2,"18613"
"V371",20.9746122838251,5.67680333028445,5,"11632"
"V372",15.1315563545733,7.59333073386924,5,"12523"
"V373",14.5969272765996,-4.66273948105842,4,"12900"
"V374",-9.87640974102723,-4.71621525487079,7,"13344"
"V375",-2.62028827480832,9.20215460559917,2,"14396"
"V376",-5.07036515394017,2.6158654430634,6,"15861"
"V377",18.5751297185845,5.34554217147675,5,"18704"
"V378",-3.19730059520362,6.30397545438692,2,"19670"
"V379",21.8118462579714,4.21411069894306,5,"10609"
"V380",16.2459105478608,-7.26272941027568,3,"10781"
"V381",11.3497316557985,-2.58797799424628,4,"11068"
"V382",-4.55419800124312,0.130529408064917,7,"12063"
"V383",-6.27508890733608,3.56518813715321,2,"12434"
"V384",14.4950108378518,-4.97876014164891,4,"15586"
"V385",18.0250510290336,-2.29798919797423,4,"15600"
"V386",-5.62237446590782,2.37874088941129,2,"16965"
"V387",17.0583592980429,3.55942734113237,5,"17208"
"V388",7.86978629733963,-0.901140386074089,4,"19714"
"V389",-4.03841729158335,2.12187708004234,7,"12653"
"V390",10.4522303955848,-0.762805272086153,4,"13869"
"V391",15.8165001846944,-1.97518561865472,4,"14326"
"V392",14.7776237554721,1.49842362924634,4,"14566"
"V393",-8.46899679585938,0.739848542176057,1,"10402"
"V394",18.7805628367328,3.77581269600663,5,"10495"
"V395",18.833041591826,0.86031305785123,5,"11672"
"V396",17.0448664625233,4.25736056408412,5,"12909"
"V397",-8.54411101352656,2.7330900651664,2,"14052"
"V398",-6.12796435762042,1.87401495435569,7,"14878"
"V399",19.7718903180916,-1.78971656123673,5,"15472"
"V400",-3.71572062151259,3.30410263459,2,"17327"
"V401",19.2785058043055,-3.3374588168321,4,"11199"
"V402",16.5111384746794,-4.38279888968356,5,"11495"
"V403",-5.91711052305683,6.52518957949641,2,"13355"
"V404",14.0426653538735,6.09061044235539,4,"14790"
"V405",-2.94362025088056,6.10557056824782,2,"17110"
"V406",17.1579016142225,-1.93358001612699,4,"18165"
"V407",13.7049665439336,-1.05371668936059,5,"18232"
"V408",21.8049564991731,-2.29892767403262,5,"11009"
"V409",-9.97910063618373,0.809672051229419,1,"13939"
"V410",13.3681235412385,-4.88763675210801,3,"14392"
"V411",-5.24614639170689,4.75319252939578,2,"14987"
"V412",-4.82502197985921,2.96194742260253,2,"15222"
"V413",19.875457813403,5.09867894704102,4,"15807"
"V414",16.8969929821227,5.11051858143769,5,"17931"
"V415",-4.07394616498211,3.51730092808912,2,"18116"
"V416",-1.96140997856583,9.14156935063109,2,"18154"
"V417",12.1980277865151,-1.81233560642796,5,"14034"
"V418",16.8351595657051,-1.17883371718365,4,"14736"
"V419",18.0722882053633,-9.69035551915175,3,"15601"
"V420",13.7565089567657,0.676993151494207,4,"16832"
"V421",16.4698407864732,2.26190971994217,4,"18581"
"V422",18.7696117643406,3.95170805030725,4,"19916"
"V423",-8.89382897423166,-1.14144111547619,7,"11955"
"V424",-8.02231959424886,4.88405495243635,2,"12222"
"V425",15.1710436579924,-0.254914119709567,5,"12669"
"V426",-7.26149185536449,-0.139213827869195,7,"12894"
"V427",-10.0361134089317,-3.79959629504223,1,"16817"
"V428",20.3801871613297,-0.11901709603501,5,"16930"
"V429",-3.92470939383793,5.40364677803675,2,"10373"
"V430",-6.3870650439749,4.88141194877096,2,"10420"
"V431",19.1801195844434,4.78137924730198,5,"10492"
"V432",-4.67393616106883,6.95582207284509,2,"11001"
"V433",-5.4243283487073,3.64623518620222,2,"12105"
"V434",-5.98968298197297,4.92700024553917,2,"12486"
"V435",15.6278010509377,-8.60698035634185,3,"12939"
"V436",16.1010094536505,-3.24660565344641,4,"13688"
"V437",18.2147265774665,-3.41084665263151,5,"17116"
"V438",11.2905847044396,-3.02633907754204,4,"18413"
"V439",20.4166887540765,4.16024855577226,5,"18895"
"V440",-6.21525709143479,4.06045496854499,7,"19427"
"V441",-7.06856660566581,4.45043433070868,6,"19860"
"V442",17.7580285820924,-2.69474230250411,5,"10879"
"V443",-0.310447042459437,8.89933377164735,2,"15952"
"V444",19.8544327502091,-2.79001537006608,5,"16219"
"V445",20.4307015423269,9.44560841643632,4,"17750"
"V446",17.9137714483419,5.04323245429596,4,"17814"
"V447",-5.92277984242228,2.25966761079084,2,"18489"
"V448",-11.0357790750664,-3.37992351515525,1,"18548"
"V449",16.9938425137807,4.43045651171488,5,"10107"
"V450",19.6611909554078,-2.29593341703938,5,"11186"
"V451",-2.01043388412428,8.60646223537116,2,"11704"
"V452",-8.09399643290175,1.59971146984789,7,"11994"
"V453",15.0821726496675,0.242204187515851,4,"13044"
"V454",7.97334109201115,-5.94754109636532,3,"13239"
"V455",-3.59693980456626,2.09912763102673,7,"15279"
"V456",20.2179441631958,-0.448986627736521,5,"16938"
"V457",-9.47931251849462,-1.54979514664305,1,"17576"
"V458",16.572209195719,1.58321479849738,4,"17829"
"V459",14.6765449170517,-3.03343805828563,4,"18048"
"V460",-11.1118316595404,-3.35624360339973,1,"18574"
"V461",-6.15418164537542,6.0464583552233,2,"18903"
"V462",-4.60880273889737,3.25099349723548,2,"13370"
"V463",-3.68718021490944,6.4954759410192,2,"13388"
"V464",19.5998244705494,6.08647457123954,5,"14828"
"V465",13.2211399702735,2.59651818047626,4,"15154"
"V466",-4.15107523219825,-1.28983684430874,7,"17069"
"V467",14.1631400975383,4.88999569559341,4,"18433"
"V468",16.293252383675,1.73617045917401,4,"18822"
"V469",-8.94728904917905,-0.69383823338784,1,"12405"
"V470",-11.577857734239,-3.08499411413351,1,"12764"
"V471",14.2394636842651,2.47817727875146,4,"15706"
"V472",17.8602920400138,3.20766438694491,4,"16494"
"V473",10.0955336778597,-1.10212676847579,4,"17239"
"V474",15.7325607055299,-4.57575269414102,4,"18848"
"V475",-3.3108104774372,6.25429601156382,2,"19310"
"V476",18.6582390830921,4.29948423582756,5,"10136"
"V477",10.9214417574194,-1.26311732860761,5,"11083"
"V478",13.6960246954163,-9.3257946049495,3,"11596"
"V479",8.55991706145087,4.33510904642421,4,"13880"
"V480",21.7486453906105,9.78196542324298,5,"16156"
"V481",12.0129835793895,-2.44087392501628,4,"17445"
"V482",11.534599781854,-1.62194257727012,4,"11166"
"V483",-5.68115675502613,6.66396343588373,2,"11683"
"V484",19.1558037456808,3.28104856959983,5,"11889"
"V485",-8.97289483475652,-0.643538151999624,7,"14464"
"V486",-8.5335490763147,-1.47337424408202,7,"14622"
"V487",-6.21271266145285,2.67739293219611,7,"14721"
"V488",13.2794676808854,-1.42001052724082,4,"14806"
"V489",17.8471372253442,4.88462459393122,4,"15081"
"V490",-4.83240584665114,7.17953371536553,2,"18280"
"V491",-5.97373850056695,6.73675496017356,2,"18388"
"V492",-8.21303774122499,1.68479340102896,7,"18395"
"V493",-3.23339506772406,6.04198426361381,2,"10349"
"V494",-3.78311060969794,8.79825282472732,2,"14676"
"V495",13.1319701040799,-8.73430351756321,3,"15234"
"V496",-6.98423215449668,2.45907609128028,7,"15341"
"V497",14.7060094341514,-1.78936943666336,4,"15479"
"V498",18.4581154827494,1.50294794164503,4,"16515"
"V499",17.8232183794015,-10.8429514750071,3,"16696"
"V500",18.0274291065663,-3.68136414743171,5,"16913"
"V501",24.6984116379718,10.8513267557755,5,"16979"
