"","x","y","c","index"
"17284",-0.81746665268834,1.83832545075902,2,"17284"
"19718",-1.0070991740067,2.20754885186879,2,"19718"
"19777",0.0942588229701099,3.87309124143479,7,"19777"
"11934",-0.827622843078154,1.9429841098392,2,"11934"
"14787",-3.60532484509596,-1.51078298923306,7,"14787"
"15323",1.47348291725415,0.997993565904733,2,"15323"
"15536",-0.756702884790265,2.25993481005414,2,"15536"
"10743",-0.949161158628021,2.40005903633509,2,"10743"
"13132",-2.21683448319017,3.2208436167961,7,"13132"
"13328",2.28818704623917,-0.784346634270107,6,"13328"
"10628",2.09007410292471,-0.636930998599108,6,"10628"
"11089",1.08248806043688,0.488553030019951,2,"11089"
"12823",2.42257405812509,-0.870452293492213,6,"12823"
"16433",0.233346214997614,1.1851449580908,2,"16433"
"16535",1.30409519347253,0.698208697108905,2,"16535"
"16776",1.423356817854,0.678969403071935,2,"16776"
"18895",-1.06892248219405,2.2190922811299,2,"18895"
"11123",2.40249897219817,-0.837338270263978,6,"11123"
"11894",2.47373435993791,0.03756091945993,6,"11894"
"13245",0.705018243399237,2.44055062775584,2,"13245"
"13735",1.17256415187993,0.476291408796806,2,"13735"
"15026",-0.73510866761744,2.2505751366109,2,"15026"
"16258",1.02319607778585,0.592717390441068,2,"16258"
"17863",0.096053590985449,3.86822150041429,7,"17863"
"18556",-0.882484052895669,2.06117046545213,2,"18556"
"19261",1.03176352436639,0.426641557203426,2,"19261"
"19514",1.53068638518004,2.3769026654372,2,"19514"
"14870",8.07232546791537e-05,1.91175652754414,2,"14870"
"15461",-0.677334140669209,1.78432174337586,2,"15461"
"19588",0.0937253050150489,3.87139116848692,7,"19588"
"11433",-0.977262947771449,2.2428515674667,2,"11433"
"11853",-0.122968794798444,1.372843406949,2,"11853"
"13021",0.215035435184008,1.05345779272747,2,"13021"
"14132",2.32115994756732,-0.825282629422045,6,"14132"
"19888",1.29949360486243,0.853893489221011,2,"19888"
"13746",-2.22060950873233,3.22143981708563,7,"13746"
"14261",0.461967569285741,0.863688573722098,2,"14261"
"15330",-1.96927399407786,1.02463301717274,2,"15330"
"15539",-3.65307786141311,-1.52208431845105,7,"15539"
"16253",2.35258477715965,-0.820417828891416,6,"16253"
"17874",-2.21698191861781,3.21653230723307,7,"17874"
"10147",2.35171803871614,-0.816808151140371,6,"10147"
"10526",-0.784420142268467,1.92883958087177,2,"10526"
"10858",2.41431163703489,-0.832862969321831,6,"10858"
"11069",-0.742623483399642,2.3044304443045,2,"11069"
"11637",1.35187111278054,0.83615349173481,2,"11637"
"11836",1.86091854943577,-0.565304821067599,6,"11836"
"15140",1.22665560175192,0.771578886576353,2,"15140"
"17768",-1.06768651882879,2.23317652516731,2,"17768"
"19962",-0.329356606609651,0.743833895083336,2,"19962"
"14087",1.3300078628432,0.876051184412242,2,"14087"
"15632",-0.936531769550815,2.21583109091453,2,"15632"
"18233",2.33600650288503,-0.814552826615194,6,"18233"
"19149",0.0957068207451744,3.8704793843664,7,"19149"
"12252",-0.821833906424011,2.03481055935904,2,"12252"
"13219",0.801612574003829,0.399541677032872,2,"13219"
"14256",-2.21622944185165,3.20925769836863,7,"14256"
"16601",-0.916845149022879,2.03370458656724,2,"16601"
"17623",0.106690867409388,0.00320561171277947,2,"17623"
"10785",2.13181113878107,-0.688087437222093,6,"10785"
"10818",0.902973221079395,0.422272347310408,2,"10818"
"12620",-0.858750844062009,1.97390626227031,2,"12620"
"14516",1.19844306372696,0.920002691264355,2,"14516"
"17519",1.52555988410841,0.733139988092364,2,"17519"
"18664",1.61611015239995,0.222089831885017,6,"18664"
"18674",-1.12730003847683,2.28836893625794,2,"18674"
"10083",1.81545300039968,-0.492408606130458,6,"10083"
"10461",-1.05497922126831,2.23807898940845,2,"10461"
"10961",-1.97299011381713,1.02508422982048,2,"10961"
"12015",-0.907681546750705,-1.37711617591733,1,"12015"
"12193",2.34239119385108,-0.802805307632112,6,"12193"
"12463",1.45657498462553,0.729542946274146,2,"12463"
"13899",-0.907609848386355,2.20812560487921,2,"13899"
"15900",-0.635972233048185,2.24727978359113,2,"15900"
"15914",-1.04242258638223,2.56612280183332,2,"15914"
"19488",-0.252769392724418,1.55984221556682,2,"19488"
"10685",1.26181072873315,0.573761817297561,2,"10685"
"10708",-1.08956837773393,2.2321520770213,2,"10708"
"13553",1.46061073503585,1.03702207690415,2,"13553"
"17998",1.12739169800006,0.759602223786888,2,"17998"
"18193",-0.65806616183025,2.19495160334758,2,"18193"
"13936",-0.177766391529801,0.929988191813062,2,"13936"
"14600",1.18551421056933,0.110059986262985,6,"14600"
"16913",0.887705387590614,0.538626456633127,2,"16913"
"19190",-0.14923951009671,1.47696416026323,2,"19190"
"19540",-3.65139090222158,-1.51997612006998,7,"19540"
"10467",1.52238394482201,2.39563959891734,2,"10467"
"11864",1.33837476010919,0.68293513366076,2,"11864"
"15485",0.0963666058480207,1.15923432132223,2,"15485"
"16536",1.17659655591518,0.496760473780087,2,"16536"
"16609",0.201109865119185,1.13835048201979,2,"16609"
"16862",1.36264854472858,0.753051234725954,2,"16862"
"11085",-0.780066012609284,2.06138587394716,2,"11085"
"14077",-0.638164333530962,2.19309622608857,2,"14077"
"17921",1.17105421401404,0.459471889992132,2,"17921"
"19938",2.06520752442767,-0.639643908754795,6,"19938"
"10750",-0.827769392391234,2.17123263355207,2,"10750"
"15923",0.175842125483382,1.15825778408546,2,"15923"
"16119",-0.598899921767189,0.442074790216747,2,"16119"
"17458",-3.61486351217706,-1.51372461592818,7,"17458"
"18232",1.20172365580719,0.542462010963785,2,"18232"
"10367",1.88242964028725,-0.521196992421728,6,"10367"
"11149",1.29158637392753,0.678791679512077,2,"11149"
"14928",2.32209713514944,-0.817402564842126,6,"14928"
"17567",-0.871045236504874,2.10171370360375,2,"17567"
"17952",-1.93461044310347,1.03058597914656,2,"17952"
"13516",-0.0314953206184283,1.53155815672982,2,"13516"
"13533",-2.21691794739571,3.21714243609083,7,"13533"
"13642",0.0943398476596162,3.85702285382091,7,"13642"
"13849",2.20131499248536,-0.711749761997159,6,"13849"
"15405",-0.564406432804102,1.98610295018883,2,"15405"
"19173",2.17302776825682,-0.714560420289169,6,"19173"
"11782",-3.62305452214868,-1.51168157238423,7,"11782"
"12222",-1.95535625717752,1.02475967823943,2,"12222"
"16233",1.08056511113609,0.418897125027986,2,"16233"
"17816",1.81321601267084,-0.558828526148115,6,"17816"
"11840",-0.57109478056865,0.479631168306055,2,"11840"
"13039",0.390652265690465,1.26213910848806,2,"13039"
"15946",-3.60987960459519,-1.51202580425452,7,"15946"
"17179",0.671249243781037,1.46975965896164,2,"17179"
"18365",-0.690296425708676,2.1112674044295,2,"18365"
"19416",1.17691211066893,0.105177113038781,6,"19416"
"10117",0.540224691302644,2.09926520812111,2,"10117"
"11452",2.36789658595187,-0.857856480079696,6,"11452"
"11984",2.28463000933812,-0.791280581879105,6,"11984"
"15504",2.33068480502062,-0.824058590752874,6,"15504"
"16695",0.309154557272812,0.0689530741659109,2,"16695"
"18170",-0.792674814920158,1.89597655576626,2,"18170"
"18745",0.0566895324784534,1.06590974555863,2,"18745"
"19357",-1.02342515604256,-0.797685825621655,1,"19357"
"11261",-0.566963279510847,-2.05615806731752,1,"11261"
"12492",0.0366537895088531,1.89189933001008,2,"12492"
"12517",0.896002835990057,0.447826450129379,2,"12517"
"17949",1.25510102196149,0.638222444122676,2,"17949"
"10993",0.600700437008252,1.56296832586586,2,"10993"
"12372",1.48321824201017,0.75351237921294,2,"12372"
"12615",-0.751124545792596,2.28667865218358,2,"12615"
"12420",-0.84461314518683,1.81511929285154,2,"12420"
"12548",1.31035111996437,0.842213211995608,2,"12548"
"15811",1.35109427369828,0.618859882427394,2,"15811"
"12523",1.33285797001874,0.643674248526459,2,"12523"
"13612",1.527988677567,2.34214833041338,2,"13612"
"14423",0.415244770866254,1.93669290641351,2,"14423"
"16199",-0.162619069832963,1.01989463923514,2,"16199"
"18236",1.13935694783712,0.465474606117609,2,"18236"
"18486",-0.0770998350267226,1.5721370021472,2,"18486"
"10680",1.45778107678019,1.0328632237441,2,"10680"
"10711",-0.837164399867391,1.96278305400542,2,"10711"
"11138",1.19779329443689,0.542918938392714,2,"11138"
"11213",-0.938176886353444,2.53580693535681,2,"11213"
"16012",-0.68368656669541,1.85340643734077,2,"16012"
"11182",1.48096107470599,0.717261634124014,2,"11182"
"12703",-3.61822630658673,-1.5107784373192,7,"12703"
"15558",0.197690807360127,1.11641566554929,2,"15558"
"16687",1.51316720104213,0.753467500330041,2,"16687"
"10861",1.14877997550502,0.57192371647637,2,"10861"
"13251",-2.214749057714,3.22788561904225,7,"13251"
"13650",-2.20840183527138,3.22351938116228,7,"13650"
"13880",0.60669824807206,1.53153501654325,2,"13880"
"18667",1.13873275136405,0.17321611077427,6,"18667"
"13951",-1.91845148991383,1.10202358382119,2,"13951"
"18616",0.776361221430466,0.480297352963311,6,"18616"
"10774",0.740068357445689,0.235228290984143,2,"10774"
"11100",2.27312568465172,-0.746139535003899,6,"11100"
"11206",2.40387832197084,-0.810059166314038,6,"11206"
"12055",-0.278788972076523,-0.171403838082326,2,"12055"
"13257",-0.869953905389201,2.0025288706927,2,"13257"
"13370",-0.123129214803026,1.12008639923763,2,"13370"
"10037",-2.2189688970997,3.2208356766249,7,"10037"
"10556",-1.11964031481011,2.25220356894758,2,"10556"
"10725",-1.92030328490785,1.02561142282782,2,"10725"
"11576",0.816620671938407,0.307026338112826,2,"11576"
"11979",-1.08133204125279,2.23664965115125,2,"11979"
"12121",2.10994551837612,-0.671915303516418,6,"12121"
"13059",-1.07424709316093,2.22786501820914,2,"13059"
"13986",-2.22049811733285,3.21257292528955,7,"13986"
"14022",1.3846199290915,0.789205504584095,2,"14022"
"10123",0.209043970619492,1.1349774821019,2,"10123"
"10163",1.19848556890482,0.523647457886837,2,"10163"
"10293",-1.14035694536675,2.30184932513344,2,"10293"
"11969",-0.585199289065925,0.432504268725897,2,"11969"
"13096",0.0932786680134628,3.87170990340874,7,"13096"
"13448",1.1319624518305,0.471221327327129,2,"13448"
"15182",1.42967595000645,0.859131052480101,2,"15182"
"17049",2.1305183193022,-0.679575113373061,6,"17049"
"17187",1.19642458572913,0.483315805798177,2,"17187"
"19527",1.22105776024205,0.685567758744526,2,"19527"
"12374",-3.8775811703824,0.319259136946715,1,"12374"
"17680",1.91095823988952,-0.541225901473678,6,"17680"
"15010",2.4646187405046,-0.874923450330543,6,"15010"
"17169",-1.17241843283872,2.27325384335773,2,"17169"
"10150",1.18153935373793,0.146494115411842,2,"10150"
"11889",0.83945886804302,0.430259990723177,2,"11889"
"13589",1.3723888945546,0.807513559206816,2,"13589"
"14948",-0.837618493189026,1.94021509554003,2,"14948"
"15194",1.3334237156557,0.613402289369095,2,"15194"
"15451",0.74084179635167,0.522416589826345,2,"15451"
"18008",0.216175298341954,1.16614696002596,2,"18008"
"19955",-0.859325763929426,1.9779188554936,2,"19955"
"11172",-0.542933439567021,0.53705519684599,2,"11172"
"14047",2.34429823334255,-0.832249070091097,6,"14047"
"14113",2.55575588906056,-0.145795102445324,6,"14113"
"15025",1.30709533774,0.799478467887093,2,"15025"
"15710",-1.0740139459845,2.45169455978095,2,"15710"
"17505",-1.09333092893775,2.23573988316202,2,"17505"
"19882",-1.96072318917622,1.0252143301039,6,"19882"
"11096",-2.21958751613842,3.21240473456349,7,"11096"
"12276",-0.752304293263615,2.2471628749864,2,"12276"
"13121",-2.21707564312031,3.21643505461053,7,"13121"
"18263",2.44083512716645,-0.846669351535626,6,"18263"
"18926",0.310225951190273,1.2813832444406,2,"18926"
"10162",0.884500850014812,0.402832469929352,2,"10162"
"14755",1.38644151484971,0.832961917328925,2,"14755"
"19925",-0.776116190501996,1.62260965668007,2,"19925"
"10240",2.32670153472622,0.0324168392569111,6,"10240"
"12224",1.19561550124973,0.589900365468724,2,"12224"
"14783",1.41798463944957,0.908181147893774,2,"14783"
"14878",1.04729118540534,2.13318468271054,2,"14878"
"16181",-0.707305116581696,1.81726574608495,2,"16181"
"18158",1.6955396180198,0.272231731917646,6,"18158"
"18690",-0.655224046724026,1.57002170258575,2,"18690"
"12804",2.45040325656776,-0.85139650547388,6,"12804"
"10256",1.61412689926093,1.01238882214801,2,"10256"
"10943",1.03367243773904,0.419760552071943,2,"10943"
"11902",-0.709092323348608,2.3058278780273,2,"11902"
"12500",1.76621200231553,-0.433383544332993,6,"12500"
"14739",2.45065226880212,-0.885662284663679,6,"14739"
"14766",0.188183466239573,1.13697250721913,2,"14766"
"16075",0.222555186158048,1.20386720199888,2,"16075"
"17625",2.39492613156183,-0.856410687427612,6,"17625"
"19045",-0.830332560786424,2.11272733632201,2,"19045"
"19858",1.19297400383601,0.788707741213066,2,"19858"
"10609",1.29903907915975,0.731549707324092,2,"10609"
"11642",-2.24236424203418,3.20733019139286,7,"11642"
"11783",1.38584165167657,0.651322786000456,2,"11783"
"12429",-1.15346187744132,-1.14082530389051,1,"12429"
"13388",-0.644986422705533,2.19921747908932,2,"13388"
"15187",-0.729118327490465,2.29390386365217,2,"15187"
"17603",1.35588175996431,0.844952774731991,2,"17603"
"19231",1.27161121652334,0.7713499143808,2,"19231"
"11493",0.820810232653908,0.301969932574634,2,"11493"
"11504",0.613801556629083,2.15797501739882,2,"11504"
"13890",-1.22357786990863,-0.817149083106861,1,"13890"
"15277",1.43134616047442,0.926112614429729,2,"15277"
"15358",-1.09836836416956,2.24640179548316,2,"15358"
"12590",1.57149658476452,0.991983158340824,2,"12590"
"12678",-0.656347692088831,1.83850872764537,2,"12678"
"14724",-1.13179220421582,2.17945030187792,2,"14724"
"17913",0.137645737566585,1.19784539653928,2,"17913"
"18220",-3.65437589727633,-1.52326522376285,7,"18220"
"19839",-0.720778659270871,2.27134369035919,2,"19839"
"13991",-0.588655014327987,2.21101528117654,2,"13991"
"15301",1.57490718328427,0.991861898316475,2,"15301"
"17792",1.47465536989283,0.864907428643892,2,"17792"
"10383",1.4095381795723,0.834355479359833,2,"10383"
"14916",0.614347010083348,1.56275234874217,2,"14916"
"18058",-0.692004463306411,2.21305652615615,2,"18058"
"19107",1.61425105030109,0.88047149021959,2,"19107"
"10631",0.0746452173151191,1.17223610875408,2,"10631"
"10918",-0.843690216653389,1.97947145289386,2,"10918"
"11056",-1.03408203556509,-0.797920218071156,1,"11056"
"13860",-3.87205324584857,0.319252955208828,1,"13860"
"15429",1.24480302559947,0.791195336506088,2,"15429"
"16272",0.817647591091141,2.53431099058709,2,"16272"
"16810",1.57300439099384,0.843308735028735,2,"16810"
"17286",-3.61516498463767,-1.5143389925237,7,"17286"
"17347",-0.879971711405807,2.2093587160544,2,"17347"
"17880",0.183726359862044,1.19925598274619,2,"17880"
"19422",0.942464909127997,0.450235560531739,2,"19422"
"11671",-0.897551506961595,2.14084789663565,2,"11671"
"12445",1.14884039610425,0.120368596355928,2,"12445"
"13358",0.916579930947203,0.375952350298044,2,"13358"
"13695",-1.11825444407273,2.31021288372759,2,"13695"
"19230",0.598929328519041,2.13235090125684,2,"19230"
"10090",-3.61165938340058,-1.51230705966604,7,"10090"
"15862",-0.880483101468843,1.98787819760202,2,"15862"
"18356",2.34233020047876,-0.817577118355769,6,"18356"
"19254",-1.96783303578157,1.02405374494711,2,"19254"
"19632",-1.17352133094607,2.27564074777318,2,"19632"
"11738",1.2289969669513,0.500298289829784,2,"11738"
"11972",-0.951001562000206,2.41454509565993,2,"11972"
"16751",2.39871745448441,-0.846254143973645,6,"16751"
"18369",2.33365124912362,-0.804969589381819,6,"18369"
"19295",-2.22428110595729,3.22336045280822,7,"19295"
"13794",1.72511378302852,1.02163652698958,2,"13794"
"15370",1.65404872962775,1.04312216943642,2,"15370"
"15956",-0.603861233899368,1.38233616362026,2,"15956"
"16127",1.54228243229883,0.978171805916109,2,"16127"
"17030",1.35322082718997,0.724465749620303,2,"17030"
"18289",1.17198204325152,0.709615217765707,2,"18289"
"12815",-1.95825223150486,1.02549241009965,6,"12815"
"14476",-0.679696773287104,2.22703122671397,2,"14476"
"16442",-0.0551778361508303,1.4253525866534,2,"16442"
"17421",0.137186111660605,1.17407289959058,2,"17421"
"10041",-3.61414218098893,-1.50767834730433,7,"10041"
"11946",0.00916328915643616,1.50239818565733,2,"11946"
"11963",-1.50014504713322,-1.26945960652959,1,"11963"
"13897",1.05016790293094,0.392210679485051,2,"13897"
"16340",2.35131461365531,-0.820069492207142,6,"16340"
"17714",1.45572951200877,0.723239957074556,2,"17714"
"18050",0.116252027015815,1.25586617693876,2,"18050"
"10418",0.0933312054826456,3.86798358256668,7,"10418"
"11743",0.590204112314113,1.55321290681152,2,"11743"
"13872",1.57534216508232,1.01430321548405,2,"13872"
"14752",1.39755066884701,0.837673998637073,2,"14752"
"14779",-0.858291108880612,2.0048930441519,2,"14779"
"10015",-0.719592796332511,2.24627610426278,2,"10015"
"14234",1.13662273599992,0.16911835929782,6,"14234"
"17866",1.30445681443573,0.66723846063043,2,"17866"
"18692",2.44499797567365,-0.895522052250547,6,"18692"
"12767",1.17174077872967,0.71705069315786,2,"12767"
"13667",0.827132837463058,1.74728323705566,2,"13667"
"16056",1.21115980296922,0.755445445287291,2,"16056"
"16347",-0.757543164962676,2.3184333505368,2,"16347"
"18387",2.35647046537214,-0.832596869306517,6,"18387"
"11297",1.20381439623031,0.607237721013977,2,"11297"
"12338",-0.733126783873812,2.12684486426676,2,"12338"
"12398",-0.862608778423652,1.99288693614277,2,"12398"
"12680",0.693514716362311,0.23197842309562,2,"12680"
"18316",-1.15844326688874,2.29592151088764,2,"18316"
"12583",1.27208272850262,0.613316692879859,2,"12583"
"12749",2.38437605746603,-0.870380047130051,6,"12749"
"13999",-2.22823758124164,3.20376958231627,7,"13999"
"14487",-1.16284307165672,2.2916893291167,2,"14487"
"18061",2.27555304631227,-0.791412158319837,6,"18061"
"18162",2.37408376779178,-0.803441578602603,6,"18162"
"14539",0.324646259758241,1.52944377508131,2,"14539"
"15044",2.42997912693078,-0.856096998723891,6,"15044"
"17584",2.109557748359,-0.675263405946268,6,"17584"
"13009",2.27683761555656,-0.783025970170691,6,"13009"
"13518",-1.96795145642466,1.02384278508665,2,"13518"
"14716",0.132552500617081,1.16579336148298,2,"14716"
"15416",-0.826591890868248,1.96279447541239,2,"15416"
"18519",-0.985679532512283,2.20816097274458,2,"18519"
"19339",1.03163567201971,0.582380029103256,2,"19339"
"10172",1.95101086363635,-0.564663236604605,6,"10172"
"10620",-0.758761089697642,1.59823749061908,2,"10620"
"14166",-0.785324035336215,1.91420656386376,2,"14166"
"15577",-1.15389850327578,2.28667886628707,2,"15577"
"15775",-1.13065892932149,2.29319447485089,2,"15775"
"16750",1.16037108406679,0.668931067610472,2,"16750"
"18549",2.4055687408453,-0.858309069251649,6,"18549"
"11044",-1.08628844762367,2.24019737459829,2,"11044"
"12375",-0.756822502326367,1.53430008494497,2,"12375"
"12396",1.12824232206343,0.792919271337019,2,"12396"
"14373",-0.663736131122137,2.22504599036259,2,"14373"
"16378",-1.95000118063544,1.03507714087116,2,"16378"
"16830",1.53462441416138,2.39643719027249,3,"16830"
"19237",2.41390900411923,-0.869895332395978,6,"19237"
"15028",1.52842894600817,0.748837367283689,2,"15028"
"15738",1.89960988655556,-0.551607969728975,6,"15738"
"16100",-0.523212854086808,0.824817919369541,2,"16100"
"17025",0.0876343098310552,3.87252214614663,7,"17025"
"10107",2.38184422395756,-0.86030373242632,6,"10107"
"12443",2.11913338135308,-0.66817432614437,6,"12443"
"15467",1.46438597155927,0.969418009529289,2,"15467"
"16251",2.31283519267291,-0.807436975537587,6,"16251"
"16986",1.05918859933111,0.52921889072723,2,"16986"
"17901",1.69847990356783,1.06672583685631,2,"17901"
"19157",0.630562920575372,1.49568442660456,2,"19157"
"10014",-0.199918514932639,1.11263589525609,2,"10014"
"10085",-0.804158976429468,2.29983772118646,2,"10085"
"10500",1.1445532409037,0.586617389677852,2,"10500"
"10868",-1.18821577405102,-0.939603191220634,1,"10868"
"11801",-0.726674810862962,2.31817204305233,2,"11801"
"13640",1.03450780369226,0.692190088468295,2,"13640"
"19165",2.3991642394358,-0.869333952999992,6,"19165"
"10420",-0.16382122062235,1.44899960232502,2,"10420"
"11641",1.2102911302776,0.503829262291163,2,"11641"
"12135",-0.934531286508244,2.3661957824407,2,"12135"
"13621",0.313693914898934,1.42569103840105,2,"13621"
"14721",1.83972949879942,-0.486623008138737,6,"14721"
"16590",0.242919780833062,1.11711475739336,2,"16590"
"18465",0.152960020957894,1.24011683727723,2,"18465"
"18546",1.00464412078509,2.19547213676889,2,"18546"
"18714",-0.612227813518037,2.24640047985458,2,"18714"
"10607",-0.759053918117846,1.09762589394869,3,"10607"
"12953",1.56040622285784,1.00003086411158,2,"12953"
"15620",1.43403528942397,0.686882163587179,2,"15620"
"13072",1.21773218773137,0.641224664639152,2,"13072"
"13921",-0.98206430178256,2.1069437093908,2,"13921"
"14280",-1.8864143662984,1.02565116922823,2,"14280"
"18744",1.48552025700842,0.900584906761594,2,"18744"
"19819",-0.607782626761201,2.25049222184804,2,"19819"
"10026",1.71968894090755,1.07001393256357,2,"10026"
"11186",2.16016655298053,-0.670928925715759,6,"11186"
"19722",1.64740211998453,1.00304053251072,2,"19722"
"10744",0.094569021424706,3.86081845163496,7,"10744"
"10863",-0.086877700785114,1.4740426769759,2,"10863"
"11619",-3.65824092555881,-1.51981737215495,7,"11619"
"12325",2.12015718218361,-0.677651551910692,6,"12325"
"12436",1.38988803618767,0.729196082325653,2,"12436"
"16255",1.22856266316448,0.567522688369335,2,"16255"
"18274",1.19412991689223,0.832120633408435,2,"18274"
"18578",-1.20457914361696,2.30205401002038,2,"18578"
"10830",-0.141788938015508,-0.0980783966649063,2,"10830"
"15135",-0.481057617467901,0.596349495508333,2,"15135"
"16102",1.81287296567759,-0.466198378504886,6,"16102"
"18006",1.55764797756141,2.32845183248351,6,"18006"
"13805",2.40819615520195,-0.868402442208631,6,"13805"
"19640",1.44597173404394,0.778876393278801,2,"19640"
"10495",-1.10145594211104,2.25057594346668,2,"10495"
"12668",1.53037653582772,1.01067831552461,2,"12668"
"12719",-0.793900036793875,1.64198022502025,3,"12719"
"12960",-2.22840910210797,3.22151541736542,7,"12960"
"15169",-3.62278276201198,-1.51125571736099,7,"15169"
"17304",-0.159773964828312,1.46668635620586,2,"17304"
"17372",1.13835221895036,2.29159476824402,2,"17372"
"18837",0.180663460837881,1.11647760465791,2,"18837"
"10280",-0.121741072645885,1.59496979747521,2,"10280"
"11170",1.11395813227339,0.547967708516279,2,"11170"
"15819",-0.826462892484798,2.09423728684496,2,"15819"
"16011",-1.03248949282927,2.5608406315339,2,"16011"
"16732",0.112459815153597,1.31000822605645,2,"16732"
"18132",-0.685606050489628,2.28134568524513,2,"18132"
"10930",0.297828123225473,0.122312921787185,2,"10930"
"18264",-2.22951619876239,3.23202463023887,7,"18264"
"19051",-1.96406347854495,1.02617644840461,2,"19051"
"19400",-0.772681694772253,2.32457910409508,2,"19400"
"19842",1.57455372409057,0.946777390784902,2,"19842"
"10621",0.497661711831202,-2.91019006166563,1,"10621"
"19850",1.53499099407029,2.37493343046088,2,"19850"
"10146",-0.733104952495,2.27993798546362,2,"10146"
"11896",-1.0200197637864,2.25392107358047,2,"11896"
"12324",1.39457217722651,0.822342406014162,2,"12324"
"12564",0.940685843323967,0.354096230076369,2,"12564"
"12776",1.20767603918231,0.63679248847094,2,"12776"
"14514",-0.730985161210971,2.31008277287832,2,"14514"
"15642",-1.07331159656484,2.17786449819416,2,"15642"
"16400",-1.20464107970929,2.29740015383224,2,"16400"
"16705",1.41118140579421,0.65753708909167,2,"16705"
"16719",-0.659726708837454,2.21874887222925,2,"16719"
"16823",2.44506098548048,-0.850878725606853,6,"16823"
"19284",-1.00800269977795,-1.36974726209434,1,"19284"
"19363",-0.736175656092332,1.22563367660644,3,"19363"
"19403",-1.97904401653692,1.02380098017802,2,"19403"
"19485",2.33881705181926,-0.825405068020307,6,"19485"
"11257",1.26420283095912,0.544345294809908,2,"11257"
"11459",-0.909182455194765,2.12631679441505,2,"11459"
"13876",1.28009893027175,0.846138370819041,2,"13876"
"14249",1.53639688442623,0.987537955433814,2,"14249"
"14559",0.911674197994292,2.49320617117012,2,"14559"
"14951",1.41132235108466,0.757167820012548,2,"14951"
"16653",2.1867174174625,-0.71966626633312,6,"16653"
"13496",-0.701611684260278,1.82083983743368,2,"13496"
"18707",-1.94280857914761,1.0184686169313,2,"18707"
"10469",-1.01560120473903,2.18331307276967,2,"10469"
"11218",-0.808394126723306,1.93799105137104,2,"11218"
"11308",2.38266716121569,-0.864522205441499,6,"11308"
"13666",1.53529784828833,2.38670773080799,2,"13666"
"14641",0.122583816340137,1.02469244691269,2,"14641"
"16105",1.71289329423813,0.985218249583146,2,"16105"
"10777",-1.16053426957788,2.26656443910064,2,"10777"
"11035",1.35224518158648,0.862349781794031,2,"11035"
"11231",-1.11701733894374,2.26338891593377,2,"11231"
"13615",-0.482600417809001,1.80384399961789,2,"13615"
"14356",0.242509422129692,1.14347320031518,2,"14356"
"14631",2.4851403538543,-0.0149114779528427,6,"14631"
"17259",-1.14807299658341,2.24071762581749,2,"17259"
"19010",-0.675580886706778,1.98986104430328,2,"19010"
"11358",-0.880156188838818,2.11274568719996,2,"11358"
"12509",2.10995333147402,-0.675430139773834,6,"12509"
"14917",2.39851943001421,-0.840197965472448,6,"14917"
"15327",1.59818317661218,0.93393713793751,2,"15327"
"16425",1.34800202043688,0.638980783896813,2,"16425"
"16743",1.72625285223836,1.04203382777718,2,"16743"
"19988",0.0940303989964561,3.86028994579443,7,"19988"
"11203",-0.95012128012646,2.06724217231675,2,"11203"
