,MAINEXITDAY3,TOPLD1DAY3,AISLE1DAY3,PSADAY3,EXHIBITIONDAY3,MAINDAY3,POSTERDAY3,PSBDAY3,WC1DAY3,PSCDAY3,ROOM1DAY3,PSDDAY3,ROOM2DAY3,CIDAY3,CIENTRY1DAY3,BOTLD1DAY3,SERVEDAY3,ROOM3DAY3,ROOM4DAY3,WC2DAY3,CIENTRY2DAY3,CIENTRY3DAY3,CIEXIT1DAY3,CIENTRY4DAY3,EXHEXIT1DAY3,EXHEXIT2DAY3,TOPLD2DAY3,CANTEENDAY3,AISLE2DAY3,WC3DAY3,ROOM6DAY3,ROOM5DAY3,ENTERTAINDAY3,BOTLD2DAY3
14819,0,0,262,0,0,0,0,0,0,0,0,0,0,13748,0,73,0,0,0,0,0,0,0,0,0,0,0,0,259,0,1712,0,0,64
15670,0,0,254,0,0,0,0,0,0,0,0,0,0,13257,0,74,0,0,0,0,0,0,0,0,0,0,0,0,259,0,1702,0,0,68
11619,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,225,282,1781,10197,0,23
15800,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,76,10631,0,0,0,0,0,0,0,0,0,0,0,258,0,2241,0,0,69
13460,0,0,289,0,9240,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,327,17,3268,0,0,105
11476,0,0,373,0,0,2639,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,241,0,1629,0,0,69
11991,0,0,403,0,0,9976,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,280,0,2803,0,0,65
12810,0,0,259,0,3123,0,0,0,98,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,23
13024,0,0,1081,2444,1086,5033,696,0,227,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,25
16842,0,0,955,2291,1452,6163,11,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18392,0,0,359,0,1508,5127,0,0,0,0,0,0,0,0,0,0,8,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18902,0,0,2820,0,3861,0,459,1943,51,0,0,0,0,33,0,37,0,614,0,79,0,0,0,0,0,0,0,0,69,0,0,0,1811,29
19063,0,0,2127,0,1263,7924,7,0,162,0,0,0,0,32,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,0,0,1334,2872,0,4915,1627,0,108,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13799,0,0,1547,2279,1240,5272,72,0,37,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15642,0,0,2082,0,0,5670,269,2934,0,0,29,0,0,0,0,32,0,0,0,167,0,0,0,0,0,0,0,0,123,0,0,0,0,24
17347,0,0,605,0,1372,5422,37,0,35,0,0,0,0,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,179,105,0,0,1725,27
18823,0,0,3454,0,0,5514,32,2175,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,209,63,0,0,564,74
19019,0,0,1037,2242,1439,7324,46,0,0,0,0,0,0,0,0,33,17,0,0,60,0,0,0,0,0,0,0,0,150,0,0,0,0,24
10402,0,0,747,0,1428,6362,31,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16424,0,0,970,0,3038,5354,34,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10137,0,0,1923,2012,1254,5140,78,0,70,0,0,0,0,30,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13021,0,0,2256,0,1258,6296,789,0,449,0,0,0,0,0,0,81,9,0,0,0,0,0,0,0,0,0,0,0,200,313,0,0,54,69
16737,0,0,2092,0,2475,4059,31,0,0,0,306,0,0,31,0,76,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,70
19422,0,0,490,0,1238,2431,24,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13662,0,0,1382,0,1100,6127,27,3303,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,0,0,2418,0,0,8036,14,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,0,0,888,0,0,7566,210,0,72,0,620,0,0,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,26
17850,0,0,1501,2169,1391,5106,47,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,30
18268,0,0,1291,0,4884,3527,1362,0,0,0,0,0,0,31,0,0,0,537,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10685,0,0,194,0,3778,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100,0,0,736,0,2883,8171,0,0,0,0,0,0,0,27,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14180,0,0,1549,2256,1315,5375,56,0,9,0,0,0,0,25,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14391,0,0,1752,0,3023,0,23,0,0,0,0,0,0,29,0,0,8,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15379,0,0,1489,0,899,7707,12,0,0,0,0,0,0,0,0,0,7,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18145,0,0,1216,0,1185,5918,26,2322,71,0,758,0,0,31,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19761,0,0,3911,0,1892,3282,470,0,157,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1457,28
11992,0,0,596,0,1660,1948,27,3392,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16157,0,0,690,0,1455,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,5120,0,33
18352,0,0,1014,2089,1266,5469,466,0,260,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,133,116,0,0,0,25
14104,0,0,1035,1989,1143,6405,66,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19269,0,0,2412,0,1731,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13721,0,0,1461,0,0,0,7,0,0,0,0,0,0,30,0,73,0,633,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,67
18274,0,0,1557,0,338,7039,369,0,81,0,0,0,0,32,0,75,7,525,0,0,0,0,0,0,0,0,0,0,207,0,0,0,466,66
13041,0,0,1613,0,2966,1941,7,0,0,0,211,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14348,0,0,2645,2288,0,4700,57,0,0,0,0,0,0,33,0,33,0,381,0,68,0,0,0,0,0,0,0,0,135,0,0,0,0,24
16907,0,0,1184,0,0,5335,36,3247,0,0,0,0,0,30,0,83,8,0,0,0,0,0,0,0,0,0,0,0,1294,0,0,0,0,73
18366,0,0,1494,0,3651,0,77,4291,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18506,0,0,1146,0,0,7615,1548,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12339,0,0,196,0,1321,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,8857,0,31
13878,0,0,617,0,0,4924,0,0,0,0,158,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,27
14236,0,0,1166,0,57,5851,827,2807,0,0,0,0,0,35,0,37,7,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,25
15946,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,8584,0,26
10404,0,0,806,0,934,6112,29,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0,0,142,297,0,0,0,24
17618,0,0,2396,0,0,7618,0,0,0,0,558,0,0,34,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18130,0,0,2421,0,0,8330,0,0,0,0,521,0,0,34,0,32,10,0,0,101,0,0,0,0,0,0,0,0,153,190,0,0,0,26
19031,0,0,2652,2385,0,5115,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10891,0,0,1392,0,1179,6050,57,2601,0,0,0,0,0,29,0,77,0,130,0,0,0,0,0,0,0,0,0,0,182,72,0,0,0,72
12982,0,0,3074,0,1076,6145,214,49,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14592,0,0,472,0,2899,0,31,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14651,0,0,1172,2097,1275,5251,82,0,0,0,0,0,0,33,0,87,0,0,0,0,0,0,0,0,0,0,0,0,208,98,0,0,991,70
15974,0,0,1559,0,0,5802,302,0,78,0,401,0,0,0,0,82,15,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,401,73
16524,0,0,2294,1972,0,5994,64,0,194,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081,0,0,1318,0,1730,6119,137,0,0,0,0,0,0,32,0,86,0,583,0,319,0,0,0,0,0,0,0,0,1319,0,0,0,344,77
10473,0,0,1617,2317,1375,6446,13,0,0,0,0,0,0,0,0,33,0,0,0,66,0,0,0,0,0,0,0,0,138,208,0,0,0,26
10659,0,0,783,0,1272,8469,0,0,0,0,0,0,0,0,0,35,16,727,0,260,0,0,0,0,0,0,0,0,60,0,0,0,0,28
13085,0,0,2534,0,0,5508,284,1659,352,0,418,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,603,30
10976,0,0,1498,0,1406,5454,24,2326,0,0,26,0,0,32,0,0,0,154,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12534,0,0,2423,2147,0,5139,348,0,92,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17505,0,0,3030,0,421,5578,63,2169,158,0,0,0,0,150,0,33,8,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,24
12192,0,0,475,0,1461,0,0,0,0,0,0,0,0,0,0,36,0,519,0,152,0,0,0,0,0,0,0,0,67,0,0,5127,0,31
12680,0,0,571,0,0,5040,1169,1805,0,0,0,0,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,0,0,24
13436,0,0,922,2348,1482,6943,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14408,0,0,2787,0,269,5860,7,2322,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15989,0,0,3047,0,0,4382,18,1963,123,0,599,0,0,29,0,35,8,0,0,538,0,0,0,0,0,0,0,0,65,0,0,0,402,28
18793,0,0,863,0,2612,0,30,2278,162,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19722,0,0,1496,2140,1319,6049,537,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19941,0,0,1324,2776,0,6394,35,0,89,0,0,0,0,33,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,0,0,1785,2249,0,5493,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15169,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1247,0,0,8386,0,24
16815,0,0,1565,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,8895,0,32
17235,0,0,3213,0,0,7868,353,0,212,0,177,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17852,0,0,1224,2265,1158,5253,47,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19365,0,0,1513,0,1183,6943,715,1374,62,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,130,101,0,0,0,25
10518,0,0,783,0,6669,1715,0,0,194,0,0,0,0,0,0,0,8,659,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10545,0,0,1778,0,0,0,0,0,108,0,0,0,0,0,0,36,8,362,0,0,0,0,0,0,0,0,0,0,73,0,0,5208,0,30
15416,0,0,782,0,1446,6326,1030,0,0,0,674,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,127,65,0,0,0,24
17214,0,0,1505,0,0,0,30,0,30,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,8774,0,30
19652,0,0,1096,2257,1126,6461,64,0,78,0,0,0,0,0,0,35,113,0,0,0,0,0,0,0,0,0,0,0,193,354,0,0,232,28
10511,0,0,1473,0,1240,2154,37,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10762,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,75,9766,0,0,0,0,0,0,0,0,0,0,0,256,238,1721,0,0,66
12473,0,0,1226,0,87,8469,912,0,0,0,0,0,0,0,0,73,16,0,0,249,0,0,0,0,0,0,0,0,916,0,0,0,0,63
12857,0,0,1092,0,1488,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18868,0,0,291,0,3528,0,22,446,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17890,0,0,555,0,1373,4936,0,0,0,0,0,0,0,32,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11255,0,0,1685,0,980,2656,18,4237,169,0,0,0,0,36,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14002,0,0,1340,2305,0,5363,55,0,0,0,0,0,0,0,0,80,0,0,0,89,0,0,0,0,0,0,0,0,1345,0,0,0,1058,71
18087,0,0,956,2270,998,6408,614,0,331,0,0,0,0,42,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10983,0,0,1479,0,1000,4672,521,2437,74,0,0,0,0,0,0,81,6,673,0,104,0,0,0,0,0,0,0,0,216,0,0,0,188,69
14987,0,0,2211,2210,0,6049,87,0,0,0,0,0,0,31,0,0,14,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17637,0,0,1237,2271,1048,5422,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12840,0,0,2371,2160,0,5952,67,0,65,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14593,0,0,1978,2347,0,5363,581,0,304,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16155,0,0,1661,1921,0,7048,21,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,297,263,0,0,0,64
18707,0,0,1959,2351,0,6020,64,0,359,0,0,0,0,31,0,32,9,0,0,0,0,0,0,0,0,0,0,0,135,154,0,0,0,23
19223,0,0,1361,0,0,7914,1093,0,0,0,548,0,0,41,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11605,0,0,1557,0,0,2161,2028,3866,221,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,0,0,1377,0,1104,5648,333,0,273,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,27
13484,0,0,1469,0,1076,5641,35,3223,195,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10194,0,0,2091,2469,0,5073,34,0,0,0,0,0,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,93,27
14779,0,0,1644,2158,1173,5222,76,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14833,0,0,1580,0,0,2666,36,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11388,0,0,1966,0,41,7566,20,0,89,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,25
12252,0,0,1112,2414,955,6544,38,0,112,0,0,0,0,38,0,35,0,0,0,0,0,0,0,0,0,0,0,0,183,373,0,0,160,28
10726,0,0,2601,2596,0,4959,76,0,0,0,0,0,0,32,0,34,0,0,0,0,0,0,0,0,0,0,0,0,135,64,0,0,0,31
13606,0,0,1694,0,0,5315,1590,0,404,0,0,0,0,43,0,42,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,681,32
15074,0,0,1710,2029,1132,6254,73,0,80,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,155,279,0,0,0,24
15309,0,0,835,1976,988,6743,55,0,0,0,0,0,0,36,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16571,0,0,927,0,802,5698,685,2549,232,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,551,34
19539,0,0,628,2649,1159,5298,860,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17880,0,0,2311,2474,0,4986,825,0,101,0,0,0,0,34,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18557,0,0,385,0,627,0,0,0,0,0,0,0,0,0,0,49,0,0,0,170,0,0,0,0,0,0,0,0,52,0,0,8496,0,29
11522,0,0,1872,2322,0,5374,444,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12082,0,0,1116,2501,1036,5324,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12132,0,0,341,0,754,0,8,0,0,0,0,0,0,42,0,35,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,29
13642,0,0,658,0,531,0,0,0,0,0,0,0,0,40,0,81,0,0,0,438,0,0,0,0,0,0,0,0,226,294,0,5164,0,72
16862,0,0,751,0,1210,6575,30,1736,0,0,0,0,0,0,0,0,9,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10146,0,0,1158,2220,1293,5644,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10415,0,0,2270,0,0,5727,27,0,67,0,0,0,0,39,0,0,9,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,0,0,1557,0,0,5319,77,2746,55,0,32,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,28
13947,0,0,2289,2178,0,7071,33,0,152,0,0,0,0,39,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14726,0,0,970,2292,996,7320,36,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16493,0,0,2229,0,84,7715,0,0,70,0,0,0,0,0,0,78,0,604,0,122,0,0,0,0,0,0,0,0,220,148,0,0,435,68
16738,0,0,2693,0,175,7143,28,0,251,0,0,0,0,40,0,39,7,533,0,193,0,0,0,0,0,0,0,0,76,0,0,0,466,33
13283,0,0,588,0,958,5111,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13901,0,0,2691,0,0,5519,464,1352,44,0,0,0,0,34,0,127,24,571,0,167,0,0,0,0,0,0,0,0,282,65,0,0,428,119
15429,0,0,1289,0,0,5060,0,0,0,0,0,0,0,0,0,0,15,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16179,0,0,1360,0,728,8140,455,0,0,0,0,0,0,0,0,81,0,0,0,50,0,0,0,0,0,0,0,0,211,57,0,0,457,71
18468,0,0,1010,2299,15,7285,44,0,0,0,0,0,0,43,0,32,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,23
12029,0,0,1254,0,0,0,0,0,0,0,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,0,0,0,183,41,0,8780,0,29
13938,0,0,232,0,0,0,0,0,0,0,0,0,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,8521,0,25
15469,0,0,1418,0,856,8088,0,0,0,0,718,0,0,0,0,70,72,0,0,89,0,0,0,0,0,0,0,0,236,49,0,0,0,61
18907,0,0,1155,0,0,0,16,0,0,0,0,0,0,33,0,38,0,0,0,259,0,0,0,0,0,0,0,0,97,0,0,8769,0,34
19204,0,0,1425,0,2578,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10331,0,0,1507,2447,1128,5326,52,0,115,0,0,0,0,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,892,35
14601,0,0,194,0,979,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,8866,0,32
17187,0,0,921,2264,1188,4811,501,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19831,0,0,1007,0,989,7716,651,0,119,0,0,0,0,40,0,32,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,26
11988,0,0,1659,0,624,8427,9,0,0,0,0,0,0,37,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12443,0,0,701,2444,0,5202,831,0,92,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1306,214,0,0,602,72
13505,0,0,270,0,3775,2041,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16790,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,8707,0,29
10123,0,0,2914,0,1316,4476,42,0,0,0,643,0,0,39,0,33,7,0,0,0,0,0,0,0,0,0,0,0,138,231,0,0,0,24
13272,0,0,146,0,2333,0,0,0,0,0,0,0,0,41,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,24
13929,0,0,1980,1925,53,5870,21,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17952,0,0,2512,0,0,8018,0,0,0,0,0,0,0,38,0,38,0,0,0,806,0,0,0,0,0,0,0,0,77,0,0,0,152,30
19507,0,0,1115,1701,9,5773,59,0,148,0,0,0,0,266,0,38,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,27
19857,0,0,2430,0,0,7116,37,0,0,0,538,0,0,37,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19912,0,0,850,2221,1063,5026,26,0,0,0,0,0,0,8,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19916,0,0,2936,0,0,4195,21,0,0,0,0,0,0,35,0,33,0,0,0,77,0,0,0,0,0,0,0,0,144,112,0,0,0,27
10397,0,0,968,0,978,5747,620,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10711,0,0,1332,2264,0,5622,1200,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033,0,0,2101,2153,0,6297,21,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12716,0,0,1327,0,0,2015,53,2470,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,0,0,1331,0,0,1554,611,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,0,0,1619,0,0,7051,25,0,0,0,488,0,0,40,0,0,17,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14108,0,0,1557,0,0,2530,8,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
